case,grid,reference_s,cold_build_s,hot_pattern_s,reference_peak_mib,prepared_peak_mib,max_error
link_four_patterns,,2.4433474999968894,0.4108621999985189,6.805000157328323e-05,118.8671875,115.41796875,0.0
field_coherent,48x36,67.92613150000398,43.21577519999846,0.0050979000006918795,115.36328125,197.2578125,1.9895196601282805e-13
